0.051217 0.02932 0.03081 0.008388 0.002145 0.005822
0.007638 0.03263 0.23082 0.091107 0.001655 0.007626
0.026095 0.05727 0.15994 0.039598 0.000930 0.028984
0.117376 0.02699 0.02140 0.001029 0.000527 0.020689
